,text,threat
390,fuck moron fuck stupid littl nib info wikipedia cunt,1
391,fuck bill kill bill hate big fat fuck kill billcj!! kill billcj! kill bill as kill big fat fuck kill as kill billcj! fuck billcj! kill as kill billcj!!! kill billcj!! hate him kill bill aveng toughhead!!! kill ass!!!,1
392,ghirlor fuck moron,1
393,a could kind suck dick too,1
394,shut fuck up stop fuck post fuck douch bag joe torr leav be,1
395,stop edit fukien gay prick,1
396,hope die hope die,1
397,"hello back vengence!!!!!! alright block me expect note mind begin rant rant fuck interest word use mani way a fuck you go fuck no one els will fuck mother also fuck think are think god it molest teacher child understand would caus think fuck great rape famili member sibl cousin aunt uncl also rape mother she like it noth absolut noth termin exist a.s.a.p. a soon possibl let know fuck retarted!!!!!!!!!!!!!!!!!!!!) fuck you go die all up fudg pack ass-monger, one last thing say you die!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!fuck hope rot hell son spank",1
398,troll facebook report regular troll josh ware nevada josh ware wast life faggot fuck dad cannot figur anyth els exist perform two hobbi continu watch guy disgust sicken gay,1
399,"swine vulgar littl maggot worthless bag filth say texa bet could pour !@#$ boot instruct heel canker sore go away would rather kiss lawyer seen you putrescin mass walk vomit spineless littl worm deserv noth profoundest contempt jerk cad weasel life monument stupid stench revuls big suck sour lemon bleat foal curdl stagger mutant dwarf smear rich effluvium offal accompani alleg birth world insens blink calf meaning nobodi abandon puke-drooling, giggl beast sire kill recognit done never get embarrass belong speci you monster ogr malform barf thought you appeal paper cut leper avoid you vile worthless le noth weed fungus dreg earth mention smell tri edit respons unnecessari materi attempt impress u insight evid nincompoop still avail reader abl access rapid snail-skul littl rabbit would hawk pick up drive beak brain upon find rancid set loos fli briefli spatter ocean rock frothi pink shame ignobl blood may choke queasi convuls nausea trite foolish belief weari stale flat unprofit grimi squalid nasti profan foul disgust fool ignoramus monkey look you even sheep sex you unreserv pathet starv attent lost land realiti forgot mean expect delusion self-import statement unknow inexperienc opinion u fantasi hold would believ tiny-fist tantrum would weight leprous desert rate spin rabid circl wait bite snake wast flesh rhythm ridicul obnoxi moral[size] equival leech live empti meaningless void sour senil diseas pueril one-hand slack-jaw drool meat slapper good day half-wit. remind drool defici lend charact person wallpap dank filthi asinin benight sourc unpleas spread miseri sorrow wherev go smarmi lager lout git bloodi wooster soda bugger off hillock grotti wank oink artless base-court apple-john. flout biggish bootlick twit darkish clack-dish plonker gormless crook-pat tosser churlish boil-brain clotpol ponc cockerel bum-bailey poofter. craven dewberri pinhead lockup rat naff gob-kiss seek flap-mouth coxcomb dread-bolt rob beef-wit clapper-claw flirt-gill. fiend coward bad breath degener noxious deprav feel debas know exist despis everyth you wish would go away cannot believ incred stupid are mean rock-hard stupid dehydrated-rock-hard stupid stupid stupid go way beyond stupid know whole differ dimens stupid trans-stupid stupid meta-stupid. stupid collaps far even neutron collaps stupid gotten dens intellect escap singular stupid blaze hot midday sun mercuri stupid emit stupid one second entir galaxi emit year quasar stupid write troll noth univers realli stupid perhap primordi fragment origin big bang stupid pure essenc stupid uncontamin anyth els beyond law physic know sorri cannot go on epiphani stupid me this may hear while enough strength left derid ignor question half bake comment unimport trivia rest drivel duh thing wors logic manner snip away wrote becaus well... realli say anyth attempt construct creat",1
400,stick huge peni is as,1
401,realli hate tommi understand cannot actual nice sec listen input pussi bitch delet everyth post hope bad thing happen tommi bad thing fuck,1
402,good hope die inshallah,1
403,a nazi germani real germani ident fuck regard nazi apologist go die fire,1
404,"biased...you mongol swine..dickk sucker head..you fascist as likker.. give proof dhoti rajput chi http://my.opera.com/aaryanrajput/blog/. mother fucker bastard bias ronchos...th bastard guitar suppporter.. badgujjar rajput..whi vandal histori remov content..you suckdickeer.. add content cast badgujjar agha rajputs... bastard.,.. proof baht badgujjar rajputs.. chk.. http://ebadgujar.com/history.html",1
405,mother suck cock right loser hahahahahahahahahaaha she want tell say hi hahahahahahhaahhahahahaha,1
406,fuck fuck stole cloud motherfuck ever fuck find fuuuuuuck fuck,1
407,retard nigger,1
408,daedalus noth filthi nigger cyberstalk sit mommi basement fail a yet a tri ban stop get luz on access thousand tip mani sleeper account fail wiki-polic homo pli feel free suck dick nigger faggot you==========> fail anyway watch everywher a pick chose announc will still edit via sleeper account tip across world appear luz ever nigger f@gget. stop cyberstalk peopl freak go back hide mommi basement play call duti whatev gay thing sinc obvious unemploy cruz spend day wikipedia look like dozer are molar luz me!!!! hurray me!!! tool fool!!!! shall surfac make known month two hey everybodi a daedalus nigger f@ggot!!!!!!!!!! look nigger faggot you===========> fail,1
409,fuck stupid motherfuck you jschnur retard total fuck douchebag. fuck him,1
410,mother fuck cunt bitch,1
411,fuck fuck fuck fuck fuck fuck fuck uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1
412,wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock wikipedia love cock,1
413,yeah believ it mani time heard gay shit befor get fuck piggi nut piec shit,1
414,fuck gay get job quit argu peopl internet make cool ad shit make wors get fuck life,1
415,stick man cock as,1
416,fuck littl bitch porn king,1
417,go fuck bitch hate should mother fucker hell think are stomp neck fuck die hear me everi time make chang kitten die go fuck hell fuck faggot jew fuck,1
418,epic fail ha ha ha ha fail again!!!!!!!! goodby bitches.... psi fuck you,1
419,fuck sad piec shit get life threaten block shit give fuck lone hermit man open curtain get life burn aliv,1
420,fucktard big fucktard.,1
421,faggot wood karen or vandilisim? or old fuck read team hand ball,1
422,thank delet page fuck cock sucker honest hope fuck die god damn son bitch way go kill fuck faggot,1
423,"of lola aha fuck loser hobb yeah mayb epf......not. although share view race he dumb italian-british mut canada actual annoy me use account here anon account regist user which allow wikipedia sinc zip he chang time hahaha, hobb fool especi place much emphasi book recent releas syke etc minor opinion world popul geneticist research inform racial realiti """"neo-nazi"""" site anarchist loser hope life meaningless know anyth read issu err neutral point view seek refut neo-nazi, white supremacist multiraci race-denier, assimilationist bias opinion influenc work includ author book mention stick pathet lab assist get life fuck tool stop vandal page make edit suit twist opinion fool hahaha, wow accus sock pupety"""" everyon get skin douchebag ??? a",1
424,fuck child molest,1
425,"idi.o.t, st.you.p.id guy fu.c.k.i.n.g portugues hate portugues",1
426,hey fascist swine go get rape as nice job bimbo bitch pathet piec shit,1
427,blanchard dumb motherfuck go sue shit you watch back,1
428,neil hitler white power god bitch pussy=tasti,1
429,tell me??!! like like...cocksucker!!,1
430,fuck syriac nation qamish belong armenian fuck syriac peopl said not,1
431,peirc irish scum dare talk shit countri fuck you stupid shamrock bitch hope next genocid serv wipe entir disgust repuls race out fuck mick even aliv first attempt hope next time be die ...,1
432,fuck prick hey cocksuck well done fuck two perfect good articl cadet rifl fuck die remov perfect good inform dick love faggot like huh inform new gun differ improv delet made clear merg per discuss discuss cunt ever read articl merg dick face or fuck dumb see done edit war know answer fuck off take clueless hard gun yak cunt like wank gun know shit,1
433,fuck retard hate kill better watch back cruz team wit mothafuka toothi go rise south you as bitch,1
434,greek open mouth stink sperm right talk stu,1
435,"a david kellermann tag page cunt??????????????????????????????????? back bitch!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! current event mmmmmmmmmmmmmmmmmmmmmmmmmmk mother fucker peopl want know googl wiki got back news david kellermann"""" news googl moment wiki ant got back get it bitch a",1
436,user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is user:nhrh homo like mitt romney is of user:nhrh homo like,1
437,bastard hate jonathan pacheco...you dick,1
438,suggest kill yourself,1
439,"""gays]] of fuck vegetasaiyan! motherfuck swaraj jerk like dragon ball crap och fuck off caruso big as like dragon ball go eat shit",1
440,read free countri think cocksuck prick go ahead want bitch,1
441,fuck danish hater fuck arsehol muslim lover muslim control you slave them denmark great countri,1
442,bull fuck shit racist scumbag,1
443,hey john fuck test moron,1
444,suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck cock suck,1
445,fuck faggot need refer someth cannot realli reliabl cite even sociolog studi peopl ape coke drinker cocain user would reliabl way tell peopl lie fuck beaurocrat offici peirc paedophil cite copyright shit got go refus make bibliographi high school one reason never claim work mine claim self-explanitori make sinc claim done so,1
446,fuck mother fuck,1
447,fuck idiot ...,1
448,fat cunt fuck fat ugli cunt fat cunt fuck fat ugli cunt fat cunt fuck fat ugli cunt fat cunt fat spotti cunt ugli fat cunt fat cunt fuck fat ugli cunt fat cunt fuck fat ugli cunt fat cunt fuck fat ugli cunt fat cunt fat spotti cunt ugli fat cunt fat cunt fuck fat ugli cunt fat cunt fuck fat ugli cunt fat cunt fuck fat ugli cunt fat cunt fat spotti cunt ugli fat cunt,1
449,way fuck fag fuck,1
450,go die son bitch,1
451,wow mach gawd luik dis moli get voodoo moist luik cud fuck dat caspar he realli nice guy dat telli ewwww never never here never would rape moi sexi bod bring cocoon of a wow mach gawd day sexi niger gas stud strut around loosen sex get soon moist like devout croatian cathol luik wow mach gawd cud ovum day comput chair stinki croatian devout cathol pussi beig color cum cream outta pussi ovum day comput chair wow mach gawd fagin luik homi go nigger cock rape like awwwwwwwwwwwwwwwwwwwwwwwwwwwwww mach gawd drool strike mous mach pussi awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww...,1
452,bind tortur kill philosophi,1
453,fuck stop post tankag annoy cunt,1
454,ha faggot go fuck homo,1
455,dare report bitch fail block wikipedians!! ha have nice big juici sweet cock number of goodby lovers....,1
456,"a vladimir putin kill all shut fuck crimin kab asshole, know putin it film die hard show easi fool warplan land kill all profit except nazi russia former kab agent putin free press russia!!! european union said this!!! journalist kill critic putin russian putin stain comeback common fact putin hate polish deleg kill all fuck anim putin psychot insan josef stalin och well guess old kill make sure ....pigs. ... finland hate",1
457,dear omani looser stop edit crap die,1
458,forgot sign reed up dick touch ass...then go fuck,1
459,"first off faggot a articl creator receiv good as work truck stop cocksuck steal prose research other cocksuck is mind best featur wikipedia faggot tast eclect end fizz shorter bounc ten cock place spent time suck kim kardashian, vandal bpm richard here armhol richard simmon asshole, assist develop faggot articl jizzmast himself me the latter sinc undergon faggot tyranni surgeri tit job revis cock includ tri fuck mother it entir happi about heck com remind faggot would risk piss seat down tell nicknam faggot attempt appear edgi weigh pkg",1
460,a hate grandma terri hate step grandma grandma terri step grandma overstat fuck grandma terri old as grandma terri soult rape death ... a,1
461,mayb understand hierarchi fuck cunt ars luther fucker,1
462,lamb wikipedia suck as pussi dick give pussi fuck lamb bitch nigger armhol cock retch,1
463,"death shitti fucktard, go cut ball feed dog then go slit shitpok throat motherfuck cunt jay barnaba",1
464,fuck nazi love cunt,1
465,whf fuck hell think admin power hungri strike mean tell peopl dumb faget......you fuck jap bitch,1
466,ann coulter good fuck cunt go hell along side fuck head georg we bush!!! gop!!! right a rich old as hate poor peopl want more!!!,1
467,faggot faggot mother fucker pharmboy? fuck that look me farm boy milk cow fuck hors everi tuesday!!! dude get life ... cannot see hint a a a up,1
468,och oak fuck armhol die go kill ...,1
469,fuck margi love wanker fuck margi love wank a falkland british alway be cock,1
470,fuck cunt head tell welcom here go fuck die twice cunt deserv gass,1
471,read mother fucker shall fuck die cocksuck prick go hell fuck cocksuck shall go ahead masturb,1
472,block wrong ass-fuckers? cannot take littl heat suck other cock fuck duma wikipedia nerd hope rot hello fuck you fuck you fuck you shit pile,1
473,asian twat go fuck squint,1
474,page fucker say want fuck drink naconkantari... hope enjoy schedul rape post done head count late,1
475,fuck problem!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! write respons talk page vandalism!!!!!!!!!!!!!!!!!!!!!!!!!! leav fuck alon fuck stalkers!!!!!!!!!!!!!!,1
476,ef peirc sheet suck ============>,1
477,fuck jew jew wine wine wine want money power hide fuck jew gold act poor get money pussi feel bad poor peopl,1
478,catena manga mac donald worker or fuck paedophil leav ant dec alon famous fuck ugli bitch fuck hole famili,1
479,{{unblock-auto|...}fuck you...you piec shit suck dick... do....... boy come later suck fat dick,1
480,find real life kill find real life cut throat miser piec shit fuck fuck douchebag fuck kill famili fuck miser worm,1
481,"fuck armhol fuck bastard son bitch asshole, motherfuck go fuck mother cunt trade wife sister",1
482,hello all block armhol speak mind wikipedia liber minion suck fuck dick fund see nobodi know contribut fuck off,1
483,man shot war crime murder,1
484,"suck cock asshole, never stop",1
485,his wow geek bullshit mother fucker,1
486,fuck fuck keep block keep come back fuck bore sit around fuck goddamn comput get life asshole!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
487,"bongwarrior, listen fuckface, mayb get fuck life lose fuck weight stop drug mother fuck basement go outsid know year hard social interact like colleg sacrif educ fat douchebag one stand everyon make fun of hope hous burn comic fuck action figur go worthless piec shit",1
488,hello would like draw attent fact worthless tosser life would better dead maggot infest cranial caviti would first time anyth live would there,1
489,fuck fuck slanteye!,1
490,"a idiot fascist idiot know whether laugh cri """"troll?"""" creat """"troll."""" sock puppet?"""" realli think call sock puppet go stop me way cross meat puppet proxi list wrong think better lock talk page run away fear do stop me way threat stupid troubl insist censor singl articl hide fraud take place make crimin accomplic fraud like fascist societi rewritten rule """"abuse"""" conduct abus abus guy want hide truth we right wrong got power."""" play nice might leav alon otherwis go fornic yourselv ... a",1
491,fuck messag go kill fuck famili first make sure see evil human be understand choic this incred pain pray razor eyebal come watch this liter peel skin go viscer bit bit way bone aliv entir time limb limb cauter go final reach death slowli introduc salt via drip direct heart pain trust me,1
492,douch fag,1
493,"shut whore mouth open letter wikipedia review messag beam fuck think is place waltz unannounc receiv arm wide open well fuck that motherfuck wikipedia bitch call shot alway get shotgun give fuck are infinit import you alway first line alway fuck hot chick get acn settl you rob bank chariti anyon els fuck piss u off place place faggot ideolog ideolog say need get fuck out one ever like you alreadi establish cliqu slop-worthy-hoes, prop-worthy-bros, got it ideolog elit exploit luz fuck game kid tri tag along talk peopl around block some pioneer class made cool cool you done jerk shower invent jerk shower stupid bitch clearcut defin infinit thick wall u built wall keep fag out tri act like know fuck go on not not realli think compet review lola wow make start flame you forget are one film peopl like get fuck destroy u rip armhol fuck rectum stitch top piti dick hole fuck vagina made you make bitch get now site game place chill fag fuck peopl like get accept peopl like u go happen info",1
494,cocksuck faggot,1
495,fuck bitch suck vicki prick cracker,1
496,go fuck yourself!!! fuck delet anyway fuck point public encyclopedia delet evrything!?!?!? edit page detail whf do!?!!?!?!?!?! fuck get rid it!!!!!!! dumb articl cater public ignor american twat hope georg bush get kill slam fuck all,1
497,fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck nigga fuck,1
498,fuck you go suck cock fuck cock sucker,1
499,steve irwin they faggot go rape year old make pussi bleed,1
500,"year old editor probabl shot pant name again och yeah super hamster och god super hamsterbold text'' go save fin world give break stupid wikipedians, go get life fuck yourself willi wheel baby!!!!!!''",1
501,know what fuck you wan'teven done write abacus page fuck hell get tell real fuck you mayb next time wait complet done fuck page dick head besid delet it wikipedia fuck ass two bit fuck son bitch hope go hello modal fuck niggas!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
502,unblock input devic cunt ill kill yea unblock input devic cunt ill kill yea,1
503,motherfuck prick so agre comment alcohol huh well know live if did would dead now fail life support alcohol go kill yourself asshole!,1
504,dick big anti-japanes dick know that think given indefinit bank get indefinit bank,1
505,faithlessfaggotboy: suck dick goddamn gay-lovin piec shit liber ever met street would knock empti head shoulder,1
506,go fun eck de and mum lick corps dirti littl we hors get life pathet excus human,1
507,you sad person fact fail urfa make laugh hope get rape a murder rot hell cunt,1
508,hey listen dude need stop littl bitch everyth whine whine whine admin decid shut up shove pacifi mouth form whatev year old as desir tell what go suck mother titti farther am le dignifi way peopl get incest wish best luck that sincer your david post suck fuck dick dumb bastard,1
