,text,threat
510,DOOSH DOOSH DOOSH DOOSH DOOSH FUCKING COCK SUCKER QUEIR BATE ASS WIPE DONT TELL ME WHAT THE FUCK TO WRITE,1
511,"wish that the useless fat slobs would just die

nicholas brybon",1
512,"That's becasue you are an asshole and a cunt, you fucking asshole. Your whimsical reverts to my legitimate additions are biased in nature. So go fuck yourself and your pathetic existence.",1
513,"cheSTOP ADDING IN SHIT ONLY TO SUPPORT YOUR FUCKING POLITICAL VIEWS. YOUR ADDITIONS ONTO WIKIPEDIA ARE UNINTELLECTUAL, BIASED, AND ARE ONLY ADDED TO MISINFORM AND MANIPULATE PEOPLE INTO THINKING THAT EVERYTHING THE REPUBLICAN PARTY DOES IS DERIVED FROMT HE MOUTH OF GOD. YOU FUCKING PIECE OF NIGGER SHIT. EITHER ADD CONSTRUCTIVE EDITS THAT USE REAL SOURCES OR STAY THE FUCK OFF OF WIKIPEDIA. WOULD YOU LIKE SOMEONE EDITING THE GEORGE BUSH PAGE WITH COMMENTS FROM MICHAEL MOORE OR KEITH OLBERMAN? NO YOU WOULDNT. SO SHOW SOME RESPECT AND KEEP YOUR POLITICAL SHIT OFF OF WIKIPEDIA. FUCK YOU, YOU UNITELLECTUAL PIECE OF GARBAGE SHIT. FUCK YOU NIGGER.ck",1
514,"Halcy 

Seems like you get mad alot. Want me to call the WAAAAAMBULANCE for you? Want some dick (extra small) with that too, bitch? U mad? butthurt? I bet you're having an orgy with MeetTheMedic and MeepTheSheep, aren't you? You three would make a good threesome. You're all reject 4-Chan trolls that became admins on another website to have Unwarranted Self Importance while you spam faggot and dick all day. Seems like you enjoy that kind of stuff. I had no idea, really. 

TL;DR: U mad?",1
515,UNPROTECT http://en.wikipedia.org/wiki/User_talk:194.144.111.210 YOU FUCKING FUCKTARD!,1
516,"""

 Treivas, Miller: you think you're safe over at Fire Island?  
  
We see you bitches are up to the same old same old, """"collaborating"""" on adding content of dubious import, this time photos from FI. Ya know, Miller, that whore Treivas musta really reamed your ass good and hard for you to continue to associate with him, despite the ongoing and ever-increasing threat to your well-being and personal safety. As always, your big mouth is your undoing, telling us where you'll be. You think it's harder to get to you monkeys on FI than it is in the city? Take a good look around you  see any places where somebody can """"lay in waiting?"""" You fcking moron! But listen, we like to be fair, we'll give you a headsup. Didn't we caution you about Columbia?  too bad we couldn't say Hello at that time; maybe this time we will. We're patient. So make like you're crossing the street: look to your right, and to your left...but also look behind you and look way in front of you, and do it all the time 'cause you never know when we might come by. This way you might be able to, how shall we put it??...oh yeah, you might be able to dodge a bullet! 
  
Hope to see you soon (you won't see us).72.76.10.207  """,1
517,FUCK U BASTARD(TURD),1
518,YOU WILL DIE IN 7 DAYS.,1
519,"Fuck off, before you give me the 'wikipedia is not a playground' message, it is a fucking playground on shitty articles like that. You may as well let us have some fun then revert instead of the gay auto reverting.",1
520,"Cocksucker 

BILLCJ YOU ARE A COMPLETE FUCKFACE BECAUSE YOU LIKE MESSING WITH FUCKING EDITS AND FINALLY EVERYONE FUCKING HATES YOU BECAUSE YOU ARE A COMPLETE RACIST TO EVERYONE!!!! I WISH YOU SHUT THE FUCK UP AROUND PEOPLE AND FINALLY YOUR MOM IS A FUCKING DIRTY SLUTTY BITCH!!!!

Weeeelllll!
BillCJ's mom's a bitch, she's a big fat bitch,
She's the biggest bitch in the whole wide world,
She's a stupid bitch, if there ever was a bitch,
She's a bitch to all the boys and girls.

On Monday she's a slut
On Tuesday she's a racist
On Wednesday thru Saturday she's a bitch
Then on Sunday just to be different,
Shes u super king kamehameha bitch

Have you ever met my friend BillCJ's Mom,
She's the fuckiest bitch in the whole wide world,
She's a fuckin old bitch, she has fucking fat tits,
She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch
Bitch, bitch bitch bitch bitch bitch bitch
She's a fuckin bitch, BILLCJ's Mom's a bitch,
And she's such a racist bitch.

Talk to kids around the world,
It might go a little something like this...

[Sung in three different languages by other children]

Have you ever met my friend BILLCJ's Mom,
She's the biggest bitch in the whole wide world,
She's a mean old bitch, she has stupid hair,
She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch
Bitch, bitch bitch bitch bitch bitch bitch.
She's a stupid bitch, BILLCJ's Mom's a bitch,
And she's such a dirty bitch;

I really mean it,
BILLCJ's Mom, she's a big fat, fucking bitch
Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm
Yeahhhhh, Chaaaaa

 Cocksucker 

BILLCJ YOU ARE A COMPLETE FUCKFACE BECAUSE YOU LIKE MESSING WITH FUCKING EDITS AND FINALLY EVERYONE FUCKING HATES YOU BECAUSE YOU ARE A COMPLETE RACIST TO EVERYONE!!!! I WISH YOU SHUT THE FUCK UP AROUND PEOPLE AND FINALLY YOUR MOM IS A FUCKING DIRTY SLUTTY BITCH!!!!

Weeeelllll!
BillCJ's mom's a bitch, she's a big fat bitch,
She's the biggest bitch in the whole wide world,
She's a stupid bitch, if there ever was a bitch,
She's a bitch to all the boys and girls.

On Monday she's a slut
On Tuesday she's a racist
On Wednesday thru Saturday she's a bitch
Then on Sunday just to be different,
Shes u super king kamehameha bitch

Have you ever met my friend BillCJ's Mom,
She's the fuckiest bitch in the whole wide world,
She's a fuckin old bitch, she has fucking fat tits,
She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch
Bitch, bitch bitch bitch bitch bitch bitch
She's a fuckin bitch, BILLCJ's Mom's a bitch,
And she's such a racist bitch.

Talk to kids around the world,
It might go a little something like this...

[Sung in three different languages by other children]

Have you ever met my friend BILLCJ's Mom,
She's the biggest bitch in the whole wide world,
She's a mean old bitch, she has stupid hair,
She's a bitch, bitch, bitch, bitch, bitch, bitch, bitch
Bitch, bitch bitch bitch bitch bitch bitch.
She's a stupid bitch, BILLCJ's Mom's a bitch,
And she's such a dirty bitch;

I really mean it,
BILLCJ's Mom, she's a big fat, fucking bitch
Big old fat fuckin' bitch, BILLCJ's Mommmmmmmmmmm
Yeahhhhh, Chaaaaa",1
521,Fuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off,1
522,"why you are a bastard 

I hope your dog dies.",1
523,"you people are cunts, bombing every ones mail box, fucking bastards",1
524,stupid dumb shit goddamn mother fucker,1
525,"Go fuk your mom you fukin faggot.  I'll commit vandalizim on your page all fukin day long, and you'll like it you fuking quer.

Oh... and trace my IP.  It'll come back to a wireless network shared by a lot of peple.  Good luck wid dat you quer fuking homo.  You got damn dog rapist.",1
526,You are a stink ass Bitch you motherfucking dick sucking bitch go to fucking hell you dog ass bitch!!!!!!!!!!,1
527,fuck off you son of a bitch!!,1
528,"Hey

Why the fuck would I vandalize my own article, dipshit? Keep your fucking jew-nose out of peoples goddamn business, got that asshole?",1
529,"That's funny. You was personally offended? So the bad things writer new you, your name etc, right? 
And one get offended by a comment, or epithets on a website, then that same person must grow up spiritually for some more 5 centuries at least.
And if one get more offended by the previous comment, then that same person must kill him/hersef.

Take care!",1
530,"You motherfucker

You suck major frisco cock. lying commie bastardo!",1
531,I will return in a few hours Canuck to wreak havoc on your faggot canadian ass,1
532,"I didn't, you fucking piece of garbage. I hope you get shot in the face.",1
533,"Hey 

hey faggot, are you dead yet? or are you watching your mom getting raped by filthy pigs? which one is it? I'm coming to rape your mom and shoot your entire family. You have 1 week to live, you motherfucker.",1
534,"GAY..... 

I THINK YOUR REALLY REALLY GAY AND YOU PROBABLY SUCK DICK FIND SOMETHING BETTER TO DO OTHER THAN BEING A FAG AND FIXING WIKIPEDIA PAGES.... AND BY SAYING YOUR GONNA BLOCK ME FROM EDITING DOESNT REALLY DO MUCH FOR YOU OR ME NOW DOES IT.... ITS NOT LIKE I CAN GO TO JAIL",1
535,"Plank 

Why don't you have an article on Plank from EEnE?
It's just not fair!
AND IF YOU DO NOT HAVE AN ARTICLE ON PLANK BY JULY 24TH,
I AM GOING TO KILL THE FOUNDER OF WIKIPEDIA.COM!!!!!!!!!!!!!!!!!!",1
536,"What a faggot.  The man above says he's an adult, but is a fucking homosexual.",1
537,"You're a stupid cunt 

Fuck you dumb arse, your mum has a hairy cunt and I hope and pray that you die, no, fuck that, I wish you would die, if I had three wishes, one of them would be to have you dead, and the others would be so that everyone you knew hated your cunt like face.",1
538,"your moms yummy cum 

Fucking Bastard
you son of a bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister",1
539,yeh well ban me fukkers fuck you morons,1
540,"Go fuk your mom you fukin faggot.  I'll commit vandalizim on your page all fukin day long, and you'll like it you fuking quer.",1
541,"""

 FUCK WIKIPEDIA 

FUCK THIS WEBSITE MAN, I TRY AND TRY TO GIVE GOOD INFORMATION TO THIS SHITTY WEBSITE, AND ALL I GET IS SHIT SAYING """"FOLLOW WIKIPEDIA GUILDLINES BLA BLA BLA BLA"""" FUCK WIKIPEDIA GUIDELINES, I DESEVERE SOME RESPECT FOR WHAT I DO, AND THIS IS A WARNING, IF I DO NOT GET AN APOLOGE IN THE NEXT 48 HOURS, THEN I'LL GET THIS FUCKING WEBSITE SHUT DOWN FOR GOOD.

SENCERILY, MY ASS""",1
542,"how bout 

you fuck off",1
543,You Are a fuck head I'm not a vandal so suck cock ass master.  We'll talk after your done with your Mom.,1
544,"""

 WHAT  IN THE FUCK ARE YOU REFERRING TOO 

I HAVE NO IDEA WHAT THE PISS YOU'RE REFERRING TOO, OR WHY YOU BOTHERED TO WRITE ME.  LISTEN I'VE ADDED PLENTY TO THESE PAGE INCLUDING A """"SMASHING"""" ARTICLE ON SMASHED GLADYS...BUT THAT REALLY ISNT ANY OF YOU BUSSINESS NOW IS IT.  IF SOMEBODY HAS A PROBLEM WITH ANYTHING THAT I WROTE THEM I ASSUME THEY CAN CONTACT ME THROUGH REGULAR MEANS WITHOUT YOU HAVING TO """"WIPE THEIR ASS"""" FOR THEM.  IF I CAPITALIZE IT IS NOT MEANT NECCISARYLY AS AN INSULT, AND MOST PEOPLE I WRITE UNDERSTAND THAT.  IN THIS CASE IT IS BECAUSE MY CAPS BUTTON ISNT WORKING FOR SOME REASON.  SO HERES AN IDEA FOR YOU...DONT SHOVE YOUR NOSE IN MY BUSSINESS, I AM CLOSE FREINDS WITH ADMINISTRATOR UNCLEG AND IM SURE HE WOULD HAVE LET ME KNOW IF I DID SOMETHING INNAPPROPRIATE.  TRY INSTEAD TO REMOVE THE PLANK OUT OF YOUR OWN EYE, RATHER THAN BITCHING ABOUT SOMETHING YOU THINK MAY HAVE OFFENED SOMEONE.  I APPRECIATE YOU COMMENTS """,1
545,"WIKI NAZI! 

That's all you are, you even remove my post for help and have the nerve to accuse me of vandalizing for asking for help in the correct area using the correct method, your a loosre and I can clearly see why no one relies on wikipedia anymore. NAZI F AG GOT CO CK SU CKER!",1
546,"You guys are fuckin idiots. It's Squeezit, thanks for nothing.",1
547,"Do you need a verifiable source for that statement?  Check your own user page you fat, miserable balding fuck.",1
548,"Poision Ivy 

You got poison ivy on your penis mother fuycker, biatch!!!!",1
549,"Message- 

fuck off you old mull i'l fuckin find ya and terrorise ya.

Mabuhay,",1
550,"Ah shut the fuck up he started it, he put that on my page first. But did you warn him? No, Because you're a prick. Now you, Klptyzm and Johnnyfog please die.",1
551,"FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU   FACK YOU
FACK YOU   FACK YOU   FACK YOU   FACK YOU  FACK YOU   FACK YOU   FACK YOU",1
552,"Hi, fuckwit. You do know that by blocking me you are violating basic human rights and freedom of expression. And by you deleting my rant is just plain ridicilous. That just proves that all you are is a bunch of fascist douche bags that should've been bombed to death in WWII. Now, please kindly fuck off? thank you.",1
553,stupid sit i will behead you,1
554,You are a gay homo. I hope you choke on your penis and die. I am sending a big bleck guy to jizz in your face.,1
555,"FUCK YOU DUMBASS ITS AN OPINION AND DONT DELETE DIS SHIT BECAUSE I HAVE RIGHT UNLIKE YOU GAY DEAD UGLY ASS MOTHER, I FUCKED HER TOO HARD. SUCKS FOR YOU AND DONT YOU FUCKING DARE DELETE THIS BITCH BECAUSE IT IS NOT VANDALISM IT IS ME REVALING YOUR GAY ASS LIFE 68.205.182.184",1
556,"Fuck wiki

Fuck this piece of shit called Wikipedia, it bullshit of misinformation and Zionist propaganda! 188.23.179.183",1
557,"(http://wiki.uschallengecoins.com/Main_Page)

IF YOU REVERT MY FUCKIN EDITS METROS I WILL KILL YOU!",1
558,"Stop blocking my usernames 

I am the username vandal. If you don't stop blocking my usernames I will find out where you live and hit you with railway sleepers. 213.205.234.222",1
559,"Suck my cunt! 

Suck my cunt you fucker!!",1
560,Fuck off this is none of your concern its between me and NEFuck,1
561,"You are the troll, anti-Semite. 

All anti-Semites should die.",1
562,Suck my sockpuppet fag!,1
563,No she did not die that is so stupid!,1
564,Go fuck yourself bitch,1
565,"Our warning to you ,Weare  not afraid of you blocking our edits here ,and if you keep going with this Nationalist propaganda Chauvinism and Hate speech,we might start looking for you and face you in person,so watch out !",1
566,"Demonte Morton 

U bastard stop deletin' my shit u white trash cracker muthafucker. Fuck u u racist bitch. I hope u die.",1
567,"fuck you

fuck you majorly. suck my dick asshole.",1
568,"REMEMBER ME?! I'MMMMMMMMMMMMMMMMMMMMMMM BACK YOU CHILD RAPIST FAGGOT FUCKER!!! YOU LICK LITTLE 2 Y/O GIRLS PUSSIES AND SUCK 1 Y/O DICK!!!! GAY ASS FAGGOTTTTTTTTTTTT. YOU GOD DAMN CAMEL JOCKEY FUCKER! YOU GOD DAMN A.B.C!! YOU SUCK APE COCK MOTHERFUCKER! YOU MOTHER RAPES DINKS WHILE YOUR DAD FUCKS HAPA COCK!  YOU FUCKING GINZO LOOKING MOTHERFUCKING NIP LOOKING FAGGOT!  YOU SUCK SAND NIGGER PUSSY! YOU FAGGOT! WOG MOTHERFUCKER! YOU LICK LITTLE 2 Y/O WETBACK WHORE LOOKING RAGHEAD SPEWING OCKER PUSSY!  YOU FUCK 10 Y/O NEEJEE ASSHOLE! YOU MOTHERFUCKING LIMEY BITCH!  YOU MOTHER IS A CROSS-DRESSING WHORE SLUT THAT MARRIED A CROSSING DRESSING FAG TRANSSEXUAL! YOU BITCH ASS JIM FISH HAJI GUB ASS MOTHER RAPES DEAD GRANNIES! THAT BITCH DIGS DEAD SLUTS UP FROM THE GRAVE YARD AND STRAPS HER STRAP ON ON AND BANGS THE DEAD SLUTS IN THEIR ASS!!! YOU MOTHER FUCKS YOU GOD DAMN DUNE COON CHEE-CHEE BOG IRISH LICKING EIGHT BALL JUNGLE BUNNY OREO SUCKING GREAT GRANNY!!!  AND I KNOW YOU FUCKING WATCH WHILE TRAIN BANGING CHILDREN!  CHILD RAPIST MOTHERFUCK!  YOU RAPE HUNS!  YOU SUCK CHILD COCK! YOU SUCK FLIP CHILDRENS DICKS AND FINGER CLOG WOG BOUNTY BEAR ASS!  I'M GOING TO FOLLOW YOU AND POST ABOUT YOUR CHILD RAPIST LOVING WHORE ASS EVERY DAY YOU SLUT ANN NIG-NOG LOVING WHORE! AND IF I AM BANNED I'LL WAIT YOU FUCKING SLUT BANGING PUSSY LICKER AND THEN POST AGAIN AFTER MY BAN IS UP YOU CHILD RAPIST! YOU EAT CHILDRENS COCK AND SUCK THEIR PUSSY FOR BREAKFAST, LUNCH AND DINNER!",1
569,editors are gay they should all go fuck themselves,1
570,"""

hey fuck you, who the fuck checks """"Phnom Nam Lyr Wildlife Sanctuary"""" for vandalism. Get a fucking life you turd bag""",1
571,"'''WELL GUESS WHAT?! YOU ARE ALL''' 

'''FUKING DIKS! '''

'''HAHAHAHAHAHAHA'''

'''HAHAHAHAHAHAHAHAHAHAHAAHAHA'''

'''HAHHAHAAHA!!!!!!!!!! SUKERS!!'''

'''!!!!!!!! GO FUK YOURSELF AND '''

'''SUK MAH DIK!!! IDIOTS! LOL HAHAHAHA'''

'''HAHAHAHAHAHA!!!'''",1
572,War CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar CriminalWar Criminal Motherfucking pervert,1
